Class/Folder Name,[Dep_In, Dep_Out, NOC, NumAnc, NumAssEl_nsb, NumAssEl_ssc, NumDesc, abstractness, avrgFieldVisibility, avrgMethodVisibility, eC_Attr, eC_Par, getters, iC_Attr, iC_Par, iFImpl, nesting, numCls, numConstants, numFields, numInterf, numOps, numOpsCls, packagenesting, setters, staticness]
CH.ifa.draw.samples.nothing.NothingApplet,0,0,0,1,,,0,,,2.5,0,0,0,0,0,0,0,,0,0,,2,,,0,0
CH.ifa.draw.samples.pert,,,,,,,,0,,,,,,,,,,5,,,0,,44,4,,
CH.ifa.draw.samples.pert.PertApplet,0,1,0,1,,,0,,0,2.5,0,0,0,1,0,0,0,,1,1,,2,,,0,0
CH.ifa.draw.samples.pert.PertApplication,1,1,0,1,,,0,,0,2,0,0,0,1,0,0,0,,1,1,,3,,,0,0.333333333
CH.ifa.draw.samples.pert.PertDependency,3,8,0,3,,,0,,0,3,0,0,0,2,6,0,0,,1,2,,5,,,0,0
CH.ifa.draw.samples.pert.PertFigure,5,14,0,2,,,0,,0,2.3125,0,4,0,6,8,0,0,,2,6,,32,,,2,0
CH.ifa.draw.samples.pert.PertFigureCreationTool,2,1,0,2,,,0,,,2.5,0,0,0,0,1,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard,,,,,,,,0.153846154,,,,,,,,,,90,,,1,,780,3,,
CH.ifa.draw.standard.AbstractCommand,0,17,26,0,,,31,,0,2.608695652,0,0,3,5,12,3,0,,0,5,,23,,,4,0
CH.ifa.draw.standard.AbstractCommand$EventDispatcher,6,5,0,0,,,0,,0,3,2,2,0,2,3,0,1,,0,2,,6,,,0,0
CH.ifa.draw.standard.AbstractConnector,0,9,3,0,,,7,,0,2.909090909,0,0,0,3,6,1,0,,1,3,,11,,,0,0
CH.ifa.draw.standard.AbstractFigure,0,12,4,0,,,25,,0,2.947368421,0,0,2,4,8,1,0,,1,4,,38,,,2,0
CH.ifa.draw.standard.AbstractHandle,0,11,7,0,,,23,,1,3,0,0,1,3,8,1,0,,1,3,,14,,,1,0
CH.ifa.draw.standard.AbstractLocator,0,4,5,0,,,5,,0,2.8,0,0,0,1,3,2,0,,1,1,,5,,,0,0
CH.ifa.draw.standard.AbstractTool,0,16,13,0,,,19,,0.571428571,2.814814815,0,0,2,7,9,2,0,,0,7,,27,,,4,0
CH.ifa.draw.standard.AbstractTool$EventDispatcher,6,5,0,0,,,0,,0,3,2,2,0,2,3,0,1,,0,2,,9,,,0,0
CH.ifa.draw.standard.ActionTool,0,2,1,1,,,1,,,3,0,0,0,0,2,0,0,,0,0,,4,,,0,0
CH.ifa.draw.standard.AlignCommand,1,4,0,1,,,0,,0,2.5,0,0,1,1,3,0,0,,0,1,,6,,,1,0
CH.ifa.draw.standard.AlignCommand$2,1,1,0,1,,,0,,,2,0,0,0,0,1,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.AlignCommand$3,1,1,0,1,,,0,,,2,0,0,0,0,1,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.AlignCommand$4,1,1,0,1,,,0,,,2,0,0,0,0,1,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.AlignCommand$5,1,1,0,1,,,0,,,2,0,0,0,0,1,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.AlignCommand$6,1,1,0,1,,,0,,,2,0,0,0,0,1,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.AlignCommand$7,1,1,0,1,,,0,,,2,0,0,0,0,1,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.AlignCommand$Alignment,13,2,6,0,,,6,,2.571428571,1.571428571,8,5,1,1,1,0,1,,6,7,,7,,,1,0.142857143
CH.ifa.draw.standard.AlignCommand$UndoActivity,1,9,0,1,,,0,,0,2.777777778,0,0,2,2,7,0,1,,0,2,,9,,,2,0
CH.ifa.draw.standard.BoxHandleKit,0,10,0,0,,,0,,,3,0,0,0,0,10,0,0,,0,0,,11,,,0,0.909090909
CH.ifa.draw.standard.BringToFrontCommand,1,1,0,1,,,0,,,2.75,0,0,0,0,1,0,0,,0,0,,4,,,0,0
CH.ifa.draw.standard.BringToFrontCommand$UndoActivity,1,2,0,2,,,0,,,2.5,0,0,0,0,2,0,1,,0,0,,2,,,0,0
CH.ifa.draw.standard.BufferedUpdateStrategy,2,6,0,0,,,0,,0,3,0,0,0,5,1,1,0,,1,5,,2,,,0,0
CH.ifa.draw.standard.ChangeAttributeCommand,8,3,0,1,,,0,,0,2.75,0,0,0,2,1,0,0,,0,2,,4,,,0,0
CH.ifa.draw.standard.ChangeAttributeCommand$UndoActivity,1,7,0,1,,,0,,0,2.636363636,0,0,3,3,4,0,1,,0,3,,11,,,3,0
CH.ifa.draw.standard.ChangeConnectionEndHandle,2,3,0,2,,,0,,,2.285714286,0,0,0,0,3,0,0,,0,0,,7,,,1,0
CH.ifa.draw.standard.ChangeConnectionEndHandle$UndoActivity,1,2,0,2,,,0,,,2.5,0,0,0,0,2,0,1,,0,0,,2,,,0,0
CH.ifa.draw.standard.ChangeConnectionHandle,0,15,2,1,,,2,,0,2,0,0,2,4,11,0,0,,0,4,,18,,,3,0
CH.ifa.draw.standard.ChangeConnectionHandle$UndoActivity,0,4,2,1,,,2,,0,2.428571429,0,0,1,1,3,0,1,,0,1,,7,,,1,0
CH.ifa.draw.standard.ChangeConnectionStartHandle,2,3,0,2,,,0,,,2.285714286,0,0,0,0,3,0,0,,0,0,,7,,,1,0
CH.ifa.draw.standard.ChangeConnectionStartHandle$UndoActivity,1,2,0,2,,,0,,,2.5,0,0,0,0,2,0,1,,0,0,,2,,,0,0
CH.ifa.draw.standard.ChopBoxConnector,1,5,4,1,,,4,,0,2.8,0,0,0,1,4,0,0,,1,1,,5,,,0,0
CH.ifa.draw.standard.CompositeFigure,0,32,4,1,,,5,,1,2.574468085,0,0,2,6,26,1,0,,1,6,,47,,,0,0
CH.ifa.draw.standard.ConnectionHandle,2,13,0,2,,,0,,0,2.083333333,0,0,1,3,10,0,0,,0,3,,12,,,1,0
CH.ifa.draw.standard.ConnectionTool,7,23,0,1,,,0,,0,1.62962963,0,0,6,9,14,0,0,,0,9,,27,,,6,0
CH.ifa.draw.standard.ConnectionTool$UndoActivity,1,6,0,1,,,0,,0,2.2,0,0,1,3,3,0,1,,0,3,,5,,,1,0
CH.ifa.draw.standard.CopyCommand,1,1,0,2,,,0,,,2.666666667,0,0,0,0,1,0,0,,0,0,,3,,,0,0
CH.ifa.draw.standard.CreationTool,7,9,2,1,,,3,,0,2.076923077,0,0,3,4,5,0,0,,0,4,,13,,,2,0
CH.ifa.draw.standard.CutCommand,1,1,0,2,,,0,,,2.75,0,0,0,0,1,0,0,,0,0,,4,,,0,0
CH.ifa.draw.standard.CutCommand$UndoActivity,1,2,0,1,,,0,,0,3,0,0,0,1,1,0,1,,0,1,,3,,,0,0
CH.ifa.draw.standard.DecoratorFigure,0,14,2,1,,,2,,0,2.848484848,0,0,2,3,11,1,0,,1,3,,33,,,1,0
CH.ifa.draw.standard.DeleteCommand,3,1,0,2,,,0,,,2.5,0,0,0,0,1,0,0,,0,0,,4,,,0,0
CH.ifa.draw.standard.DeleteCommand$UndoActivity,1,2,0,1,,,0,,0,3,0,0,0,1,1,0,1,,0,1,,3,,,0,0
CH.ifa.draw.standard.DragTracker,1,6,0,1,,,0,,0,2.833333333,0,0,0,4,2,0,0,,0,4,,6,,,0,0
CH.ifa.draw.standard.DragTracker$UndoActivity,1,3,0,1,,,0,,0,3,0,0,2,2,1,0,1,,0,2,,8,,,2,0
CH.ifa.draw.standard.DuplicateCommand,2,1,0,2,,,0,,,2.5,0,0,0,0,1,0,0,,0,0,,4,,,0,0
CH.ifa.draw.standard.EastHandle,1,2,0,3,,,0,,,2,0,0,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.FastBufferedUpdateStrategy,0,7,0,0,,,0,,0,2,0,0,0,5,2,1,0,,0,5,,3,,,0,0
CH.ifa.draw.standard.FigureChangeAdapter,0,5,1,0,,,1,,,3,0,0,0,0,5,1,0,,0,0,,6,,,0,0
CH.ifa.draw.standard.FigureChangeEventMulticaster,1,11,0,0,,,0,,,2.727272727,0,0,0,0,11,1,0,,0,0,,11,,,0,0.363636364
CH.ifa.draw.standard.FigureEnumerator,22,1,0,0,,,0,,0,2.666666667,1,0,1,1,0,1,0,,0,2,,6,,,0,0.333333333
CH.ifa.draw.standard.FigureTransferCommand,4,4,5,1,,,5,,,1.75,2,2,0,0,4,0,0,,0,0,,4,,,0,0
CH.ifa.draw.standard.GridConstrainer,1,2,0,0,,,0,,0,3,0,0,2,2,0,1,0,,0,2,,4,,,0,0
CH.ifa.draw.standard.HandleTracker,2,3,0,1,,,0,,0,3,0,0,0,1,2,0,0,,0,1,,5,,,0,0
CH.ifa.draw.standard.LocatorConnector,1,9,0,1,,,0,,0.75,2.875,0,0,0,4,5,0,0,,2,4,,8,,,0,0
CH.ifa.draw.standard.LocatorHandle,0,3,5,1,,,14,,0,3,0,0,1,1,2,0,0,,0,1,,3,,,0,0
CH.ifa.draw.standard.NorthEastHandle,1,2,0,3,,,0,,,2,0,0,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.NorthHandle,1,2,0,3,,,0,,,2,0,0,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.NorthWestHandle,1,2,0,3,,,0,,,2,0,0,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.NullDrawingView,1,26,0,0,,,0,,0,2.962962963,0,0,10,6,20,1,0,,0,6,,54,,,6,0.037037037
CH.ifa.draw.standard.NullHandle,6,3,1,2,,,1,,2,3,0,0,0,1,2,0,0,,0,1,,2,,,0,0
CH.ifa.draw.standard.NullTool,1,1,0,1,,,0,,,3,0,0,0,0,1,0,0,,0,0,,1,,,0,0
CH.ifa.draw.standard.OffsetLocator,2,10,0,1,,,0,,0,3,1,0,0,5,5,0,0,,1,5,,7,,,0,0
CH.ifa.draw.standard.OrderedFigureElement,1,3,0,0,,,0,,0,2.4,0,0,2,2,1,0,0,,0,2,,5,,,0,0
CH.ifa.draw.standard.PasteCommand,1,1,0,2,,,0,,,2.4,0,0,0,0,1,0,0,,0,0,,5,,,0,0
CH.ifa.draw.standard.PasteCommand$UndoActivity,5,1,0,1,,,0,,,3,0,0,0,0,1,0,1,,0,0,,3,,,0,0
CH.ifa.draw.standard.QuadTree,7,4,0,0,,,0,,0,1.8,5,0,4,4,0,0,0,,0,8,,15,,,0,0
CH.ifa.draw.standard.RelativeLocator,9,8,0,1,,,0,,0.6,2.875,0,0,0,5,3,0,0,,1,5,,16,,,0,0.625
CH.ifa.draw.standard.ResizeHandle,0,5,8,2,,,8,,,2.25,0,0,0,0,5,0,0,,0,0,,4,,,0,0
CH.ifa.draw.standard.ResizeHandle$UndoActivity,1,2,0,1,,,0,,0,2.333333333,0,0,1,1,1,0,1,,0,1,,6,,,1,0
CH.ifa.draw.standard.ReverseFigureEnumerator,2,1,0,0,,,0,,1,3,0,0,0,1,0,1,0,,0,1,,4,,,0,0
CH.ifa.draw.standard.SelectAllCommand,1,1,0,1,,,0,,,2.75,0,0,0,0,1,0,0,,0,0,,4,,,0,0
CH.ifa.draw.standard.SelectAllCommand$UndoActivity,1,1,0,1,,,0,,,3,0,0,0,0,1,0,1,,0,0,,3,,,0,0
CH.ifa.draw.standard.SelectAreaTracker,2,2,0,1,,,0,,0,1.5,0,0,0,1,1,0,0,,0,1,,8,,,0,0
CH.ifa.draw.standard.SelectionTool,3,5,2,1,,,2,,0,2.625,0,0,0,1,4,0,0,,0,1,,8,,,0,0
CH.ifa.draw.standard.SendToBackCommand,1,1,0,1,,,0,,,2.5,0,0,0,0,1,0,0,,0,0,,4,,,0,0
CH.ifa.draw.standard.SendToBackCommand$UndoActivity,1,6,1,1,,,1,,0,2.571428571,0,0,1,1,5,0,1,,0,1,,7,,,1,0
CH.ifa.draw.standard.SimpleUpdateStrategy,3,2,0,0,,,0,,0,3,0,0,0,1,1,1,0,,1,1,,2,,,0,0
CH.ifa.draw.standard.SingleFigureEnumerator,13,2,0,0,,,0,,0,3,0,0,0,1,1,1,0,,0,1,,4,,,0,0
CH.ifa.draw.standard.SouthEastHandle,1,2,0,3,,,0,,,2,0,0,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.SouthHandle,1,2,0,3,,,0,,,2,0,0,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.SouthWestHandle,1,2,0,3,,,0,,,2,0,0,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.standard.StandardDrawing,4,11,1,2,,,1,,0,2.8125,0,0,1,5,6,1,0,,1,5,,16,,,1,0
CH.ifa.draw.standard.StandardDrawingView,11,49,0,0,,,0,,0.695652174,2.695652174,4,4,8,23,26,1,0,,5,23,,69,,,4,0.014492754
CH.ifa.draw.standard.StandardDrawingView$1,1,2,0,0,,,0,,0,2.666666667,0,0,0,1,1,0,0,,0,1,,6,,,0,0
CH.ifa.draw.standard.StandardDrawingView$2,1,2,0,0,,,0,,0,2.333333333,0,0,0,1,1,0,0,,0,1,,3,,,0,0
CH.ifa.draw.standard.StandardDrawingView$ASH,2,2,0,1,,,0,,0,3,1,0,2,1,1,0,1,,0,1,,4,,,0,0
CH.ifa.draw.standard.StandardFigureSelection,4,4,0,0,,,0,,1.5,3,0,0,2,2,2,1,0,,1,2,,4,,,0,0.25
CH.ifa.draw.standard.TextHolder,4,2,0,0,,,0,,,3,1,3,2,0,2,0,0,,0,0,,8,,,1,0
CH.ifa.draw.standard.ToggleGridCommand,1,2,0,1,,,0,,0,3,0,0,0,1,1,0,0,,0,1,,2,,,0,0
CH.ifa.draw.standard.ToolButton,8,5,0,1,,,0,,0,3,4,2,3,3,2,1,0,,0,3,,15,,,0,0
CH.ifa.draw.standard.WestHandle,1,2,0,3,,,0,,,2,0,0,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.util,,,,,,,,0.238095238,,,,,,,,,,33,,,9,,382,3,,
CH.ifa.draw.util.Animatable,2,0,0,0,,,0,,,3,1,1,0,0,0,0,0,,0,0,,1,,,0,0
CH.ifa.draw.util.Bounds,8,4,0,0,,,0,,2,2.854166667,0,5,11,4,0,0,0,,0,4,,48,,,1,0
CH.ifa.draw.util.Clipboard,2,1,0,0,,,0,,0.5,2,1,0,2,1,0,0,0,,0,2,,5,,,1,0.4
CH.ifa.draw.util.ColorEntry,1,2,0,0,,,0,,3,1,0,0,0,2,0,0,0,,0,2,,1,,,0,0
CH.ifa.draw.util.ColorMap,0,1,0,0,,,0,,1,2.75,0,0,0,1,0,0,0,,0,1,,8,,,0,0.875
CH.ifa.draw.util.Command,15,3,0,0,,,0,,,3,5,10,2,0,3,0,0,,0,0,,8,,,1,0
CH.ifa.draw.util.CommandButton,1,2,0,0,,,0,,0,3,0,0,0,1,1,0,0,,0,1,,2,,,0,0
CH.ifa.draw.util.CommandChoice,3,2,0,0,,,0,,0,3,0,0,0,1,1,0,0,,0,1,,3,,,0,0
CH.ifa.draw.util.CommandListener,8,0,0,0,,,0,,,3,0,8,0,0,0,0,0,,0,0,,3,,,0,0
CH.ifa.draw.util.CommandMenu,13,6,1,0,,,1,,0,2.923076923,0,0,0,1,5,1,0,,0,1,,13,,,0,0
CH.ifa.draw.util.Filler,1,3,0,0,,,0,,0,3,0,0,3,3,0,0,0,,0,3,,5,,,0,0
CH.ifa.draw.util.FloatingTextField,4,2,0,0,,,0,,0,3,2,0,2,2,0,0,0,,0,2,,9,,,1,0
CH.ifa.draw.util.Geom,0,4,0,0,,,0,,3,2.823529412,0,0,0,4,0,0,0,,4,4,,17,,,0,0.941176471
CH.ifa.draw.util.GraphLayout,0,14,0,1,,,0,,2.111111111,2.25,0,0,1,9,5,0,0,,0,9,,8,,,0,0
CH.ifa.draw.util.GraphNode,1,6,0,0,,,0,,1,1,0,0,0,5,1,0,0,,0,5,,2,,,0,0
CH.ifa.draw.util.Iconkit,7,5,0,0,,,0,,0,2.5,4,0,1,5,0,0,0,,1,6,,10,,,0,0.2
CH.ifa.draw.util.PaletteButton,6,7,1,0,,,1,,0.5,3,0,6,0,6,1,0,0,,3,6,,12,,,0,0
CH.ifa.draw.util.PaletteIcon,2,4,0,0,,,0,,1,3,1,0,2,4,0,0,0,,0,4,,6,,,0,0
CH.ifa.draw.util.PaletteLayout,3,3,0,0,,,0,,0,3,0,0,0,3,0,0,0,,0,3,,8,,,0,0
CH.ifa.draw.util.PaletteListener,3,2,0,0,,,0,,,3,1,2,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.util.RedoCommand,1,1,0,1,,,0,,,3,0,0,0,0,1,0,0,,0,0,,3,,,0,0
CH.ifa.draw.util.ReverseVectorEnumerator,2,2,0,0,,,0,,0,3,1,0,0,2,0,0,0,,0,2,,3,,,0,0
CH.ifa.draw.util.SerializationStorageFormat,1,1,0,1,,,0,,,2.8,0,0,0,0,1,0,0,,0,0,,5,,,0,0
CH.ifa.draw.util.StandardStorageFormat,4,4,1,0,,,1,,0,2.625,1,2,3,3,1,1,0,,0,3,,16,,,3,0.0625
CH.ifa.draw.util.StandardStorageFormat$1,1,2,0,0,,,0,,0,2.333333333,0,0,1,1,1,0,0,,0,1,,3,,,0,0
CH.ifa.draw.util.StandardVersionControlStrategy,2,3,0,0,,,0,,0,2,0,0,1,1,2,1,0,,0,1,,6,,,1,0
CH.ifa.draw.util.Storable,5,2,0,0,,,0,,,3,0,5,0,0,2,0,0,,0,0,,2,,,0,0
CH.ifa.draw.util.StorableInput,32,3,0,0,,,0,,0,2.1,0,28,0,2,1,0,0,,0,2,,10,,,0,0
CH.ifa.draw.util.StorableOutput,30,7,0,0,,,0,,0,1.6,0,28,0,3,4,0,0,,0,3,,15,,,0,0
CH.ifa.draw.util.StorageFormat,7,1,0,0,,,0,,,3,1,6,1,0,1,0,0,,0,0,,3,,,0,0
CH.ifa.draw.util.StorageFormatManager,3,6,0,0,,,0,,0,3,1,1,1,2,4,0,0,,0,2,,8,,,1,0
CH.ifa.draw.util.UndoCommand,1,1,0,1,,,0,,,3,0,0,0,0,1,0,0,,0,0,,3,,,0,0
CH.ifa.draw.util.UndoManager,9,6,0,0,,,0,,0.75,2.8,3,3,2,4,2,0,0,,1,4,,15,,,0,0
CH.ifa.draw.util.UndoRedoActivity,1,5,0,0,,,0,,0,2.866666667,0,0,4,1,4,1,0,,0,1,,15,,,4,0.066666667
CH.ifa.draw.util.Undoable,18,1,0,0,,,0,,,3,4,14,3,0,1,0,0,,0,0,,11,,,3,0
CH.ifa.draw.util.UndoableAdapter,3,9,21,0,,,26,,0,2.8,0,0,3,5,4,1,0,,0,5,,15,,,4,0
CH.ifa.draw.util.UndoableCommand,8,10,0,0,,,0,,0,2.684210526,0,0,4,3,7,3,0,,0,3,,19,,,3,0
CH.ifa.draw.util.UndoableHandle,1,13,0,0,,,0,,0,2.833333333,0,0,3,2,11,1,0,,0,2,,18,,,3,0
CH.ifa.draw.util.UndoableTool,2,8,0,0,,,0,,0,2.8,0,0,3,2,6,2,0,,0,2,,30,,,5,0
CH.ifa.draw.util.VersionControlStrategy,0,0,0,0,,,0,,,3,0,0,0,0,0,0,0,,0,0,,1,,,0,0
CH.ifa.draw.util.VersionManagement,0,3,0,0,,,0,,3,2.666666667,0,0,3,3,0,0,0,,0,3,,9,,,0,0.888888889
CH.ifa.draw.util.VersionRequester,3,0,0,0,,,0,,,3,1,2,1,0,0,0,0,,0,0,,1,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Scores,5.025641026,4.73992674,0.575091575,0.84981685,0,0,0.84981685,0.129340709,0.248710752,2.585970882,0.611721612,2.912087912,0.882783883,1.897435897,2.842490842,0.234432234,0.117216117,21.81818182,0.315018315,1.945054945,3,8.648351648,214.6363636,3.363636364,0.644688645,0.033869316
,,,,,,,,,,,,,,,,,,,,,,,,,,
Metrics:,26,,,,,,,,,11.62115202,,,,,,,,,,,,,,,,
Items:,284,,,,,,,,,,,,,,,,,,,,,,,,,
Combined Metric Average Score:,26.78142449,,,,,,,,,,,,,,,,,,,,,,,,,
